인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[746] 골재 및 미분말,(주)지원,051-317-6076,"부산광역시 사하구 다산로208번길 32, 601호 (장림동,914-4 장림월드리치6층, 914-49)",,,,,
[245] 투수 콘크리트 제품,(주)지이티-피씨,054-751-6464,경상북도 경주시 건천읍 용명공단길 183-20,,,,,
[745] 블록·타일·판재류,(주)지이티-피씨,054-751-6464,경상북도 경주시 건천읍 용명공단길 183-20,,,,,
[726] 목재.합성수지 복합 성형 제품,(주)지케이우드,055-957-7588,"경상남도 사천시 사남면 유천길 129-37, 1층",,,,,
[250] 창호 및 창호부속품,(주)진경,031-544-9906,경기도 포천시 소흘읍 아랫용상2길 10,,,,,
[743] 무기성 토목·건축 자재,(주)진보아스콘,055-365-0544,경상남도 양산시 소주공단2길 78 (주남동),,,,,
[172] 가구,(주)진성기업,063-643-9392,전라북도 임실군 신평면 대리3길 26-11 (농공단지),,,,,
[177] 학생용 책상 및 의자,(주)진성기업,063-643-9392,전라북도 임실군 신평면 대리3길 26-11 (농공단지),,,,,
[724] 생분해성 수지 제품,(주)진성바이오 농업회사법인,061-858-3000,전라남도 보성군 조성면 조성로 181-18,,,,,
[766] 종량제 쓰레기 봉투,(주)진성바이오 농업회사법인,061-858-3000,전라남도 보성군 조성면 조성로 181-18,,,,,
[172] 가구,(주)진성아스타,031-656-8225,경기도 안성시 원곡면 기업단지로 293-12,,,,,
[210] LED 등기구,(주)진성엘엔엘,041-881-9235,충청남도 공주시 송선농공단지길 49,,,,,
[244] 건설용 방수재,(주)진성케미텍 신봉,041-544-6950,충청남도 아산시 영인면 윤보선로248번길 30,,,,,
[243] 보온·단열재,(주)진양,055-756-5226,경상남도 진주시 동진로311번길 11 (상대동),,,,,
[252] 장식용 합성수지 시트,(주)진영LDM,032-562-1924,인천광역시 서구 봉수대로1532번안길 62 (금곡동),,,,,
[743] 무기성 토목·건축 자재,(주)진영이엔티,063-562-1061,전라북도 고창군 성내면 둥둥바우길 118-170,,,,,
[250] 창호 및 창호부속품,(주)진우건업,052-266-7281,"울산광역시 남구 신화로 125-87 (야음동, 2층)",,,,,
[210] LED 등기구,(주)진우엘텍,032-329-7160,"경기도 부천시 석천로 397(삼정동, 부천테크노파크쌍용3차 아이티)",,,,,
[250] 창호 및 창호부속품,(주)진우이엔씨,055-759-0289,경상남도 진주시 진성면 동부로1259번길 25-32,,,,,
[302] 세탁용 세제,(주)진케미칼,031-498-8090,경기도 시흥시 공단2대로 27 (정왕동),,,,,
[303] 주방용 세제,(주)진케미칼,031-498-8090,경기도 시흥시 공단2대로 27 (정왕동),,,,,
[307] 액상 세탁용 세제,(주)진케미칼,031-498-8090,경기도 시흥시 공단2대로 27 (정왕동),,,,,
[221] 수도꼭지,(주)진테크비젼,031-352-2406,경기도 화성시 정남면 망월길 53-8,,,,,
[746] 골재 및 미분말,(주)진흥종합환경,031-352-0401,경기도 화성시 향남읍 행정리 57-2번지,,,,,
[746] 골재 및 미분말,(주)진흥중공업,010-9029-0010,경기도 화성시 양감면 정문송산로93번길 10-27,,,,,
[743] 무기성 토목·건축 자재,(주)찬우아스콘,054-355-6969,경상남도 밀양시 산외면 산외강변로 29,,,,,
[221] 수도꼭지,(주)참존바스,031-987-9419,경기도 김포시 통진읍 절골로 122-30,,,,,
[606] 포장재,(주)창광화학,031-989-0397,경기도 김포시 대곶면 대명항로403번길 57,,,,,
[250] 창호 및 창호부속품,(주)창대기업,042-535-7702,"대전광역시 서구 청사로 136, 12층 A1242호(월평동, 대전무역회관)",,,,,
[210] LED 등기구,(주)창성씨앤엘,053-383-8763,대구광역시 북구 검단로31길 51-12,,,,,
[315] 침구류,(주)창신섬유,051-208-3971,부산광역시 사하구 하신번영로73번길 30 (신평동),,,,,
[743] 무기성 토목·건축 자재,(주)창조아스콘,043-750-7610,충청북도 음성군 감곡면 영산로 398,,,,,
[723] 목재 성형제품,(주)창조이앤씨,031-574-3505,경기도 포천시 내촌면 포천로 325,,,,,
[210] LED 등기구,(주)창조코프레이션,031-433-3375,경기도 시흥시 엠티브이26로58번길 25,,,,,
[743] 무기성 토목·건축 자재,(주)창주산업,061-337-0350,전라남도 나주시 남평읍 나주호로 738-32,,,,,
[241] 페인트,(주)천강이엔씨,02-358-8188,"경기도 고양시 일산동구 성현로268번길 115-22(성석동, 가)",,,,,
[745] 블록·타일·판재류,(주)천보콘크리트,031-858-5400,경기도 양주시 은현면 용암로 28,,,,,
[743] 무기성 토목·건축 자재,(주)천성산업개발,041-754-1536,충청남도 금산군 진산면 실학로 461,,,,,
[246] 실내용 바닥 장식재,(주)천안테라조,041-566-5845,충청남도 천안시 동남구 목천읍 삼성5길 9,,,,,
[210] LED 등기구,(주)천운,064-721-3500,"제주특별자치도 제주시 삼성로16길 1,1층(일도이등)",,,,,
[210] LED 등기구,(주)천일,031-496-0330,"경기도 시흥시 경기과기대로 36 (정왕동, 시화공단 3바동 312호)",,,,,
[250] 창호 및 창호부속품,(주)천일,033-655-9890,강원도 춘천시 동면 가래울길 25-1,,,,,
[766] 종량제 쓰레기 봉투,(주)천일산업,062-951-4233,광주광역시 광산구 손재로 426,,,,,
[608] 탈취제,(주)첨단환경,061-392-1199,전라남도 장성군 동화면 전자농공단지2길 35,,,,,
[250] 창호 및 창호부속품,(주)청송중앙알미늄,031-493-8425,"경기도 안산시 단원구 첨단로267번길 7, 505호 (성곡동, 시화공단6바)",,,,,
[172] 가구,(주)청송퍼니처,031-946-6698,경기도 파주시 광탄면 부흥로519번길 52,,,,,
[608] 탈취제,(주)청아,055-532-7043,"경상남도 창녕군 대합면 대합공단길 35-7, 비동 1층",,,,,
[250] 창호 및 창호부속품,(주)청암,041-733-4830,충청남도 논산시 연산면 선비로720번길 40,,,,,
[241] 페인트,(주)청연,032-462-9043,"인천광역시 남동구 장자로45번길 2 (장수동,101호)",,,,,
[743] 무기성 토목·건축 자재,(주)청오아스콘,043-832-6833,충청북도 괴산군 청안면 질마로 1145-40,,,,,
[248] 벽 및 천장 마감재,(주)청원씨엠에스,031-354-5333,경기도 화성시 양감면 정문송산로 221,,,,,
[245] 투수 콘크리트 제품,(주)청원콘크리트,031-358-1002,경기도 화성시 장안면 무봉길 225-7,,,,,
[745] 블록·타일·판재류,(주)청원콘크리트,031-358-1002,경기도 화성시 장안면 무봉길 225-7,,,,,
[245] 투수 콘크리트 제품,(주)청진이엔씨,054-931-2001,경상북도 성주군 용암면 성암로 1154-22,,,,,
[745] 블록·타일·판재류,(주)청진이엔씨,054-931-2001,경상북도 성주군 용암면 성암로 1154-22,,,,,
[241] 페인트,(주)청풍건설,031-407-2533,"경기도 안산시 상록구 석호로 356,102호 (본오동)",,,,,
[746] 골재 및 미분말,(주)청현기업,031-855-8777,경기도 의정부시 동일로 69 (장암동),,,,,
[225] 수도 계량기,(주)청호정밀,041-415-1770,충청남도 천안시 서북구 성거읍 모전1길 193-13,,,,,
[721] 합성수지 제품,(주)청호정밀,041-415-1770,충청남도 천안시 서북구 성거읍 모전1길 193-13,,,,,
[743] 무기성 토목·건축 자재,(주)초계산업,055-931-7844,경상남도 합천군 적중면 황강옥전로 1861,,,,,
[745] 블록·타일·판재류,(주)초계산업,055-931-7844,경상남도 합천군 적중면 황강옥전로 1861,,,,,
[608] 탈취제,(주)초록느낌,031-1661-7312,"경기도 수원시 권선구 세지로94번길 20, 2층 (권선동)",,,,,
[743] 무기성 토목·건축 자재,(주)초원환경,055-864-7460,경상남도 남해군 고현면 남해대로 3243-26,,,,,
[746] 골재 및 미분말,(주)초원환경,055-864-7460,경상남도 남해군 고현면 남해대로 3243-26,,,,,
[245] 투수 콘크리트 제품,(주)충북산업,043-872-5116,충청북도 음성군 원남면 원중로 230-68,,,,,
[745] 블록·타일·판재류,(주)충북산업,043-872-5116,충청북도 음성군 원남면 원중로 230-68,,,,,
[745] 블록·타일·판재류,(주)충주산업,043-853-1740,충청북도 충주시 대소원면 중원대로 4052,,,,,
[107] 문서파일류,(주)친환경테크,031-942-0999,경기도 파주시 광탄면 보광로 998,,,,,
[724] 생분해성 수지 제품,(주)칠산글로벌,031-633-7311,경기도 이천시 백사면 이여로403번길 203-3,,,,,
[509] 자동차용 창유리 세정액,(주)카렉스,02-508-4646,서울특별시 강남구 도곡로 217 (역삼동),,,,,
[256] 장식용 인조피혁,(주)카이노스대군,02-996-9901,서울특별시 도봉구 우이천로 302 (쌍문동),,,,,
[605] 산업용 세정제,(주)카즈,031-836-7337,경기도 양주시 광적면 그루고개로 28,,,,,
[210] LED 등기구,(주)칸라이팅,031-797-0080,경기도 광주시 회덕길68번길 38 (회덕동),,,,,
[724] 생분해성 수지 제품,(주)칼라컵,1644--1644-2421,"경기도 안양시 동안구 학의로 268, 지하1층 비106호,비107호(관양동, 메가밸리)",,,,,
[608] 탈취제,(주)칼텍바이오,031-541-7384,경기도 포천시 소흘읍 무봉로 61,,,,,
[172] 가구,(주)캠퍼스라인,031-922-3367,경기도 파주시 조리읍 뇌조로108번길 115,,,,,
[175] 의자,(주)캠퍼스라인,031-922-3367,경기도 파주시 조리읍 뇌조로108번길 115,,,,,
[177] 학생용 책상 및 의자,(주)캠퍼스라인,031-922-3367,경기도 파주시 조리읍 뇌조로108번길 115,,,,,
[483] 침대,(주)캠퍼스라인,031-922-3367,경기도 파주시 조리읍 뇌조로108번길 115,,,,,
[265] 발광다이오드 전광판,(주)컴텔싸인,031-8009-0900,경기도 용인시 기흥구 용구대로 2236 (신갈동),,,,,
[144] 개인용 컴퓨터,(주)컴트리,02-858-4582,"서울특별시 금천구 가산디지털1로 30, 1712호 (가산동, 에이스하이엔드타워10차)",,,,,
[145] 노트북 컴퓨터,(주)컴트리,02-858-4582,"서울특별시 금천구 가산디지털1로 30, 1712호 (가산동, 에이스하이엔드타워10차)",,,,,
[147] 컴퓨터용 모니터,(주)컴트리,02-858-4582,"서울특별시 금천구 가산디지털1로 30, 1712호 (가산동, 에이스하이엔드타워10차)",,,,,
[252] 장식용 합성수지 시트,(주)케데코,02-821-0655,"서울특별시 동작구 여의대방로 140, 2층 202호 (대방동, 경원빌딩 2층)",,,,,
[210] LED 등기구,(주)케이,032-670-8546,"경기도 부천시 도약로 261 (도당동, 대우테크노파크 비동 704호)",,,,,
[241] 페인트,(주)케이닉스공사,02-333-2025,"서울특별시 마포구 잔다리로 36-1 (서교동, 동강빌딩3층)",,,,,
[225] 수도 계량기,(주)케이디,054-474-2283,경상북도 구미시 해평면 월호3길 29,,,,,
[608] 탈취제,(주)케이디,054-474-2283,경상북도 구미시 해평면 월호3길 29,,,,,
[246] 실내용 바닥 장식재,(주)케이디에프,041-549-0311,충청남도 아산시 영인면 신봉길 110-3,,,,,
[243] 보온·단열재,(주)케이산업,031-8055-0771,경기도 안산시 단원구 해봉로 137 (성곡동),,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)케이스포츠,010-4323-7886,전라북도 익산시 중앙로5길 50,,,,,
[265] 발광다이오드 전광판,(주)케이시스,051-642-7800,부산광역시 남구 고동골로78번길 18 (문현동),,,,,
[744] 슬래그 가공 제품,(주)케이씨산업,02-564-4491,경기도 여주시 가남읍 가남로 465,,,,,
[221] 수도꼭지,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[241] 페인트,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[243] 보온·단열재,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[248] 벽 및 천장 마감재,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[250] 창호 및 창호부속품,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[252] 장식용 합성수지 시트,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[743] 무기성 토목·건축 자재,(주)케이씨씨,02-3479-8330,서울특별시 서초구 사평대로 344 (서초동),,,,,
[221] 수도꼭지,(주)케이씨씨글라스,02-2015-8579,서울특별시 서초구 강남대로 587 (잠원동),,,,,
[223] 대변기,(주)케이씨씨글라스,02-2015-8579,서울특별시 서초구 강남대로 587 (잠원동),,,,,
[246] 실내용 바닥 장식재,(주)케이씨씨글라스,02-2015-8579,서울특별시 서초구 강남대로 587 (잠원동),,,,,
[252] 장식용 합성수지 시트,(주)케이씨씨글라스,02-2015-8579,서울특별시 서초구 강남대로 587 (잠원동),,,,,
[253] 이중 바닥재,(주)케이씨씨글라스,02-2015-8579,서울특별시 서초구 강남대로 587 (잠원동),,,,,
[259] 건축용 실링재,(주)케이씨씨실리콘,063-260-1796,서울특별시 서초구 사평대로 344 (서초동),,,,,
[608] 탈취제,(주)케이씨애니헬,031-321-3807,경기도 용인시 처인구 백암면 석실로34번길 74,,,,,
[746] 골재 및 미분말,(주)케이씨엠,031-356-5441,경기도 화성시 마도면 신남로 16-40,,,,,
[210] LED 등기구,(주)케이씨환경디자인,032-677-1994,인천광역시 동구 샛골로 230-33 (송림동),,,,,
[241] 페인트,(주)케이아이,031-986-7756,경기도 김포시 대곶면 대곶북로395번길 62,,,,,
[724] 생분해성 수지 제품,(주)케이아이피,031-366-3636,경기도 수원시 영통구 영통로323번길 6 (매탄동),,,,,
[766] 종량제 쓰레기 봉투,(주)케이아이피,031-366-3636,경기도 수원시 영통구 영통로323번길 6 (매탄동),,,,,
[743] 무기성 토목·건축 자재,(주)케이알아스콘,041-352-0409,충청남도 당진시 석문면 산단8로 471,,,,,
[251] 접착제,(주)케이알티,054-285-1600,경상북도 포항시 남구 대송면 철강로492번길 76,,,,,
[248] 벽 및 천장 마감재,(주)케이앤씨(KNC),031-528-5915,경기도 남양주시 진접읍 경복대로바람골길 12-3,,,,,
[723] 목재 성형제품,(주)케이앤씨(KNC),031-528-5915,경기도 남양주시 진접읍 경복대로바람골길 12-3,,,,,
[304] 업소용 식기세척기용 세제,(주)케이앤에스,063-731-0015,전라북도 군산시 가도로 149-28 (오식도동),,,,,
[305] 다목적 세정제,(주)케이앤에스,063-731-0015,전라북도 군산시 가도로 149-28 (오식도동),,,,,
[242] 벽지,(주)케이에스더블유,031-8057-3034,경기도 안산시 단원구 산단로67번길 126,,,,,
[221] 수도꼭지,(주)케이에프통상,032-546-7170,"인천광역시 계양구 계양대로13번길 14, 3, 4층 (작전동)",,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,(주)케이엔텍,042-633-4851,대전광역시 유성구 테크노11로 41-1,,,,,
[241] 페인트,(주)케이엘,031-986-4177,"경기도 김포시 고촌읍 김포대로 344, 404호(외3필지정다운)",,,,,
[265] 발광다이오드 전광판,(주)케이엘디,031-3843-2298,"경기도 성남시 분당구 판교로 253 (삼평동, 판교이노벨리씨동103호)",,,,,
[225] 수도 계량기,(주)케이엠에스,063-853-1129,전라북도 익산시 삼기면 삼기농공단지길 6-10 (기산리),,,,,
[606] 포장재,(주)케이제이맥스,043-882-7090,충청북도 음성군 대소면 초금로71번길 155,,,,,
[248] 벽 및 천장 마감재,(주)케이지에스금강,031-768-7472,경기도 광주시 초월읍 숯골길 31-15,,,,,
[241] 페인트,(주)케이티케미칼,051-201-4002,"부산광역시 해운대구 구남로18번길 24, 404호 (우동,해운대비치오피스텔)",,,,,
[210] LED 등기구,(주)케이피엘티,031-339-2295,경기도 용인시 처인구 모현면 파담로 71,,,,,
[252] 장식용 합성수지 시트,(주)케이피텍,031-321-4400,경기도 용인시 처인구 이동읍 시미곡로 37,,,,,
[307] 액상 세탁용 세제,(주)켐스필드코리아,031-918-0360,"경기도 고양시 일산서구 중앙로 1455, 3층 일부호(주엽동,대우시티프라자)",,,,,
[221] 수도꼭지,(주)켐텍,02-6441-8522,서울특별시 강남구 언주로153길 5 (신사동),,,,,
[210] LED 등기구,(주)코레드라이팅,032-271-2017,"경기도 부천시 석천로453번길 25, 3층",,,,,
[223] 대변기,(주)코리아무역,032-576-9964,인천광역시 서구 북항로32번안길 105 (원창동),,,,,
[228] 소변기,(주)코리아무역,032-576-9964,인천광역시 서구 북항로32번안길 105 (원창동),,,,,
[210] LED 등기구,(주)코리아반도체조명,070-4616-8059,"경상북도 칠곡군 북삼읍 인강9길 32, 2층(태영빌딩)",,,,,
[724] 생분해성 수지 제품,(주)코리아세븐,02-3284-8124,"서울특별시 중구 청계천로 100, 5층, 4층 일부(수표동, 시그니쳐타워)",,,,,
[265] 발광다이오드 전광판,(주)코리아싸인,031-924-0477,경기도 파주시 숲속노을로11번길 45 (동패동),,,,,
[722] 고무제품,(주)코리아이앤에스,041-522-7227,충청남도 천안시 동남구 수신면 세성로 236,,,,,
[246] 실내용 바닥 장식재,(주)코리아팀버,02-573-9114,"서울특별시 강남구 도곡로 148 (도곡동,하우빌딩6층)",,,,,
[724] 생분해성 수지 제품,(주)코마글로벌,02-337-3399,"서울특별시 용산구 청파로 40, 1812호(한강로3가, 삼구빌딩)",,,,,
[607] 수처리제,(주)코솔텍,053-721-8001,대구광역시 달성군 논공읍 논공중앙로51길 24,,,,,
[722] 고무제품,(주)코스,055-331-9745,경상남도 김해시 한림면 김해대로1538번길 57-75,,,,,
[265] 발광다이오드 전광판,(주)코스모비전,031-500-3411,"경기도 안산시 상록구 해안로 705, 알아이티센터 604호, 605호 (사동, 경기테크노파크)",,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,(주)코스엘,070-8880-7875,경기도 구리시 갈매순환로204번길 65,,,,,
[246] 실내용 바닥 장식재,(주)코시스,02-597-2202,"서울특별시 서초구 남부순환로333길 22, 2층(서초동, 원광빌딩)",,,,,
[172] 가구,(주)코아스,02-2163-6000,서울특별시 영등포구 선유로52길 17 (당산동6가),,,,,
[174] 사무용 칸막이,(주)코아스,02-2163-6000,서울특별시 영등포구 선유로52길 17 (당산동6가),,,,,
[175] 의자,(주)코아스,02-2163-6000,서울특별시 영등포구 선유로52길 17 (당산동6가),,,,,
[177] 학생용 책상 및 의자,(주)코아스,02-2163-6000,서울특별시 영등포구 선유로52길 17 (당산동6가),,,,,
[483] 침대,(주)코아스,02-2163-6000,서울특별시 영등포구 선유로52길 17 (당산동6가),,,,,
[241] 페인트,(주)코아캠,031-861-3351,경기도 동두천시 강변로850번길 18동두천동),,,,,
[172] 가구,(주)코아테크코리아,031-650-3232,"경기도 의왕시 이미로 40, 디동 521호 (포일동, 인덕원아이티밸리)",,,,,
[221] 수도꼭지,(주)코원코리아,031-997-9146,경기도 김포시 하성면 가금로352번길 47-10,,,,,
[210] LED 등기구,(주)코이즈,043-842-1987,충청북도 충주시 대소원면 첨단산업로 146,,,,,
[253] 이중 바닥재,(주)코인,031-766-7942,경기도 광주시 오포읍 회안대로71번길 24,,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,(주)코진테크,031-365-3450,경기도 화성시 마도면 송정로264번길 39-9,,,,,
[227] 수도용 급수관,(주)코팅코리아,063-542-4151,전라북도 김제시 만경읍 대동공단1길 135,,,,,
[175] 의자,(주)코퍼스,031-593-1000,경기도 남양주시 수동면 소래비로440번길 38-40,,,,,
[265] 발광다이오드 전광판,(주)콘스탄텍,031-477-3007,"경기도 안산시 단원구 산단로 325, 6층 에프-645호(신길동, 리드 스마트스퀘어 지식산업센터)",,,,,
[745] 블록·타일·판재류,(주)콘스텍,041-857-0046,충청북도 옥천군 군북면 이백길 49,,,,,
[223] 대변기,(주)콜러노비타,041-580-7700,충청남도 천안시 서북구 직산읍 부송3길 61,,,,,
[210] LED 등기구,(주)퀘이사,031-605-5556,"경기도 용인시 수지구 신수로 767, 에이동 510호 (동천동, 분당수지유타워지식산업센터)",,,,,
[210] LED 등기구,(주)큐브스엘이디,051-8092-071,"부산광역시 동구 중앙대로 526 (범일동, 비건빌딩)",,,,,
[265] 발광다이오드 전광판,(주)큐엔큐,02-6953-4112,"서울특별시 영등포구 양평로 149, 에이동 10층 1001,1002호(양평동5가, 선유도 우림라이온스밸리A)",,,,,
[608] 탈취제,(주)큐웰,031-429-0588,경기도 군포시 봉성로 67,,,,,
[248] 벽 및 천장 마감재,(주)크라텍,031-355-7586,경기도 화성시 우정읍 호곡길168번길 74-50,,,,,
[172] 가구,(주)크로바가구,031-858-0011,"경기도 양주시 화합로1325번길 403-8, 1층(덕정동)",,,,,
[174] 사무용 칸막이,(주)크로바가구,031-858-0011,"경기도 양주시 화합로1325번길 403-8, 1층(덕정동)",,,,,
[175] 의자,(주)크로바가구,031-858-0011,"경기도 양주시 화합로1325번길 403-8, 1층(덕정동)",,,,,
[483] 침대,(주)크로바가구,031-858-0011,"경기도 양주시 화합로1325번길 403-8, 1층(덕정동)",,,,,
[303] 주방용 세제,(주)크리미오,053-383-1811,대구광역시 북구 검단북로 2-2 (산격동),,,,,
[304] 업소용 식기세척기용 세제,(주)크리미오,053-383-1811,대구광역시 북구 검단북로 2-2 (산격동),,,,,
[606] 포장재,(주)크린랲,055-320-0700,"서울특별시 강남구 봉은사로 313, 5층(논현동, 크린랲빌딩)",,,,,
[727] 바이오매스 합성수지 제품,(주)크린랲,055-320-0700,"서울특별시 강남구 봉은사로 313, 5층(논현동, 크린랲빌딩)",,,,,
[606] 포장재,(주)크린산업,033-241-7761,강원도 춘천시 동산면 원무동길 108-19,,,,,
[724] 생분해성 수지 제품,(주)크린산업,033-241-7761,강원도 춘천시 동산면 원무동길 108-19,,,,,
[766] 종량제 쓰레기 봉투,(주)크린산업,033-241-7761,강원도 춘천시 동산면 원무동길 108-19,,,,,
[321] 화장지,(주)크린센스,02-579-5040,경기도 용인시 처인구 이동읍 묘봉로184번길 12,,,,,
[606] 포장재,(주)크린센스,02-579-5040,경기도 용인시 처인구 이동읍 묘봉로184번길 12,,,,,
[244] 건설용 방수재,(주)크린텍개발,02-413-8783,"서울특별시 송파구 법원로 114, C동 406호(문정동,엠스테이트)",,,,,
[303] 주방용 세제,(주)크린피아,031-499-2281,"경기도 시흥시 경제로 90, 403호(정왕동, 시화공단1마)",,,,,
[744] 슬래그 가공 제품,(주)큰바위콘크리트,054-334-4054,경상북도 영천시 고경면 호국로 1569-38,,,,,
[724] 생분해성 수지 제품,(주)클로버하우스,070-4009-2916,경기도 광주시 초월읍 동막골길 112-53,,,,,
[221] 수도꼭지,(주)킴스코파쎄,031-498-0877,"경기도 안산시 단원구 해봉로 272-13 (신길동, 제101동)",,,,,
[242] 벽지,(주)킴스테크,051-804-8044,"부산광역시 사상구 낙동대로943번길 235, 4층 406호(감전동, 첨단신발허브센터)",,,,,
[241] 페인트,(주)타스,032-811-0220,인천광역시 남동구 남동동로 203(고잔동),,,,,
[244] 건설용 방수재,(주)타스,032-811-0220,인천광역시 남동구 남동동로 203(고잔동),,,,,
[210] LED 등기구,(주)타이가,031-701-0042,"경기도 성남시 분당구 판교로 723, 비동 701호(야탑동, 분당테크노파크)",,,,,
[722] 고무제품,(주)탄성,055-343-5374,경상남도 창원시 성산구 중앙대로 37 806호,,,,,
[303] 주방용 세제,(주)탑소닉,061-371-6400,"전라남도 화순군 화순읍 진각로 213-2, 2층",,,,,
[210] LED 등기구,(주)탑엔지니어링,031-258-9450,경기도 수원시 권선구 산업로155번길 228-81,,,,,
[259] 건축용 실링재,(주)탑프라,043-537-1384,충청북도 음성군 맹동면 맹동산단로 37-20,,,,,
[250] 창호 및 창호부속품,(주)태건,043-853-1332,충청북도 충주시 중원대로 3757 (용관동),,,,,
[724] 생분해성 수지 제품,(주)태광뉴텍,02-3662-2367,"서울특별시 영등포구 선유로9가길 16(문래동6가, 광양림빌딩3층)",,,,,
[724] 생분해성 수지 제품,(주)태극,043-853-5301,충청북도 충주시 엄정면 노실길 28,,,,,
[241] 페인트,(주)태담,02-2696-3636,"서울특별시 강서구 양천로 583, A동 10층 1010호(염창동, 우림블루나인비즈니스센터)",,,,,
[606] 포장재,(주)태방파텍,02-952-0005,경기도 양주시 백석읍 월암로 94-20,,,,,
[722] 고무제품,(주)태산,02-2602-5256,충청남도 부여군 홍산면 비홍로 55,,,,,
[743] 무기성 토목·건축 자재,(주)태산개발,054-954-0156,경상북도 고령군 다산면 송곡리 산 102,,,,,
[743] 무기성 토목·건축 자재,(주)태산파우텍,054-954-0156,경상북도 고령군 다산면 다산산단로 54-42 (제가동호),,,,,
[248] 벽 및 천장 마감재,(주)태상,031-983-6582,경기도 김포시 월곶면 고정로 84-107,,,,,
[745] 블록·타일·판재류,(주)태성,031-636-9991,경기도 이천시 호법면 안평로 227,,,,,
[724] 생분해성 수지 제품,(주)태성이엔지,033-731-1367,"강원도 원주시 문막읍 문막공단길 276, 가동 1층,2층",,,,,
[745] 블록·타일·판재류,(주)태성콘크리트,041-541-5371,충청남도 아산시 영인면 월선길 2-49,,,,,
[724] 생분해성 수지 제품,(주)태성화학,031-681-9520,경기도 평택시 청북읍 삼계3길 72,,,,,
[608] 탈취제,(주)태성환경연구소,052-247-8691,"울산광역시 울주군 온산읍 회학3길 56-20, 1층",,,,,
[225] 수도 계량기,(주)태스콘,02-6735-1212,"경기도 성남시 분당구 판교로 700, 제디동 809호 (야탑동, 분당테크노파크)",,,,,
[303] 주방용 세제,(주)태승뷰티산업,055-353-2231,경상남도 밀양시 부북면 사포공단1길 7-3,,,,,
[210] LED 등기구,(주)태양기술개발,02-6332-7001,"서울특별시 구로구 디지털로32길 30, 1401호(구로동, 코오롱디지털타워빌란트)",,,,,
[250] 창호 및 창호부속품,(주)태양알미늄,033-482-8223,강원도 양구군 양구읍 농공단지길 48,,,,,
[210] LED 등기구,(주)태양엘이디,053-384-8005,대구광역시 북구 유통단지로8길 120(산격동),,,,,
[250] 창호 및 창호부속품,(주)태연건설산업,044-868-4404,"세종특별자치시 한누리대로 320, 825호(나성동, 리치먼드시티세종)",,,,,
[727] 바이오매스 합성수지 제품,(주)태영네트웍스,042-622-2830,대전광역시 동구 산내로 1287번길 59-13 (낭월동),,,,,
[174] 사무용 칸막이,(주)태영파티션,062-944-7117,광주광역시 광산구 소촌로 133 (소촌동),,,,,
[250] 창호 및 창호부속품,(주)태웅,055-298-1212,경상남도 창원시 의창구 반계로 15 (팔용동),,,,,
[245] 투수 콘크리트 제품,(주)태웅콘크리트,033-643-5006,강원도 강릉시 강동면 임곡로 344,,,,,
[745] 블록·타일·판재류,(주)태웅콘크리트,033-643-5006,강원도 강릉시 강동면 임곡로 344,,,,,
[303] 주방용 세제,(주)태원산업,043-881-8220,충청북도 음성군 금왕읍 무극로 19-8,,,,,
[745] 블록·타일·판재류,(주)태원콘크리트,031-837-3457,경기도 양주시 광적면 부흥로604번길 188-19,,,,,
[721] 합성수지 제품,(주)태진핸드레일,031-8059-1662,경기도 화성시 봉담읍 덕우공단1길 46-1,,,,,
[721] 합성수지 제품,(주)태평양,063-253-0022,전라북도 군산시 가도로 76 (오식도동),,,,,
[743] 무기성 토목·건축 자재,(주)태하산업,043-215-3706,충청북도 보은군 수한면 장선소계로 376,,,,,
[250] 창호 및 창호부속품,(주)태하시스템창호,053-765-4770,"경상북도 경산시 압량면 가일길24길 27, 2층",,,,,
[141] 복사기,(주)태흥아이에스,02-3415-7700,서울특별시 서초구 반포대로 59,,,,,
[244] 건설용 방수재,(주)탱크마스타,02-432-9599,"서울특별시 중랑구 용마산로112길 90, 5층(망우동)",,,,,
[265] 발광다이오드 전광판,(주)테마이엔씨,063-635-0454,"전라북도 남원시 시묘길 56-86, 1층(노암동)",,,,,
[606] 포장재,(주)테이팩스,032-524-3901,경기도 화성시 양감면 초록로532번길 62-16,,,,,
[606] 포장재,(주)테코플러스,070-7770-1807,"경기도 수원시 영통구 광교로 107, 보육동 210호(이의동, 경기도중소기업지원센터)",,,,,
